05;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (77, 69, 78, 70, 62, 53, 44, 43), (50, 42)]
05;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (77, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
05;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (77, 69, 78, 70, 62, 53, 52, 44), (41, 51)]
05;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (77, 69, 78, 70, 62, 52, 53, 44), (41, 51)]
05;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (77, 69, 78, 70, 62, 53, 43, 44), (50, 42)]
06;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
06;[(19, 27, 28, 20, 11, 12, 13, 3, 4), (68, 69, 78, 70, 62, 53, 44, 43), (50, 40)]
06;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 51)]
06;[(20, 29, 28, 19, 11, 12, 13, 3, 4), (68, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
06;[(20, 29, 28, 19, 11, 12, 13, 3, 4), (77, 78, 69, 70, 62, 53, 44, 52), (41, 51)]
06;[(20, 29, 28, 19, 11, 12, 13, 4, 3), (68, 69, 78, 70, 62, 53, 52, 44), (41, 51)]
06;[(20, 29, 28, 19, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 52, 44), (41, 51)]
06;[(20, 29, 28, 19, 11, 12, 4, 13, 3), (68, 69, 78, 70, 62, 52, 53, 44), (41, 51)]
06;[(20, 29, 28, 19, 11, 12, 4, 13, 3), (77, 78, 69, 70, 62, 52, 53, 44), (41, 51)]
06;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 51)]
06;[(20, 29, 28, 19, 11, 3, 12, 4, 13), (68, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
06;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (68, 69, 78, 70, 62, 52, 53, 44), (41, 51)]
06;[(20, 29, 28, 19, 11, 3, 13, 4, 12), (68, 69, 78, 70, 62, 52, 44, 53), (41, 51)]
07;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 43), (66, 56)]
07;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (64, 56)]
08;[(18, 27, 28, 19, 11, 12, 13, 3, 4), (68, 69, 78, 70, 62, 53, 44, 43), (50, 40)]
08;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (66, 56)]
09;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (64, 56)]
09;[(18, 27, 28, 20, 11, 12, 13, 3, 4), (68, 69, 78, 70, 62, 53, 44, 43), (50, 40)]
09;[(19, 29, 28, 20, 11, 12, 13, 3, 4), (77, 78, 69, 70, 62, 53, 44, 52), (41, 51)]
09;[(19, 29, 28, 20, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 52, 44), (41, 51)]
09;[(19, 29, 28, 20, 11, 12, 4, 13, 3), (77, 78, 69, 70, 62, 52, 53, 44), (41, 51)]
09;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 53, 52, 44), (41, 51)]
10;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (66, 56)]
10;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 44, 52), (64, 54)]
10;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 51)]
10;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 44, 52), (64, 54)]
10;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 53, 44, 43), (50, 42)]
10;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 53, 44, 52), (41, 51)]
10;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (77, 78, 69, 70, 62, 53, 44, 52), (41, 51)]
10;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (77, 78, 69, 70, 62, 53, 43, 44), (50, 42)]
12;[(18, 28, 29, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 49)]
12;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
12;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 53, 52, 44), (41, 51)]
12;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 52, 53, 44), (41, 51)]
12;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (50, 42)]
12;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (30, 40)]
12;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
12;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 53, 52, 44), (41, 51)]
13;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (68, 69, 60, 70, 62, 52, 53, 44), (31, 39)]
14;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 49)]
14;[(19, 27, 28, 20, 11, 3, 12, 4, 13), (68, 69, 78, 70, 62, 53, 44, 52), (41, 49)]
14;[(19, 27, 28, 20, 11, 3, 13, 12, 4), (68, 69, 78, 70, 62, 52, 53, 44), (41, 49)]
14;[(19, 27, 28, 20, 11, 3, 13, 4, 12), (68, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
14;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (68, 69, 60, 61, 62, 53, 44, 52), (59, 49)]
15;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 52, 53, 44), (64, 56)]
15;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 52, 53, 44), (41, 51)]
15;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 53, 44, 43), (50, 42)]
15;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 53, 44, 52), (41, 51)]
17;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
17;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 49)]
17;[(18, 27, 28, 20, 11, 3, 12, 4, 13), (68, 69, 78, 70, 62, 53, 44, 52), (41, 49)]
17;[(18, 27, 28, 20, 11, 3, 13, 12, 4), (68, 69, 78, 70, 62, 52, 53, 44), (41, 49)]
17;[(18, 27, 28, 20, 11, 3, 13, 4, 12), (68, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
18;[(18, 27, 28, 20, 11, 12, 13, 3, 4), (68, 78, 69, 70, 62, 53, 44, 43), (50, 40)]
18;[(18, 27, 28, 20, 11, 12, 13, 3, 4), (77, 78, 69, 70, 62, 53, 44, 43), (50, 40)]
18;[(18, 27, 28, 20, 11, 12, 13, 4, 3), (68, 78, 69, 70, 62, 53, 43, 44), (50, 40)]
18;[(18, 27, 28, 20, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 43, 44), (50, 40)]
18;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 52, 44), (41, 49)]
18;[(18, 27, 28, 20, 11, 3, 13, 12, 4), (68, 78, 69, 70, 62, 52, 53, 44), (41, 49)]
18;[(19, 27, 28, 20, 11, 12, 13, 3, 4), (68, 78, 69, 70, 62, 53, 44, 43), (50, 40)]
18;[(19, 27, 28, 20, 11, 12, 13, 4, 3), (68, 78, 69, 70, 62, 53, 43, 44), (50, 40)]
18;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 52, 44), (41, 49)]
18;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 52, 44), (41, 51)]
18;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (50, 42)]
18;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
18;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (50, 42)]
18;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
18;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (68, 69, 78, 70, 62, 53, 44, 43), (50, 42)]
18;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (68, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
18;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 51)]
18;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (68, 69, 78, 70, 62, 52, 53, 44), (41, 51)]
18;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (68, 69, 78, 70, 62, 53, 43, 44), (50, 42)]
19;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 43, 44), (50, 49)]
20;[(18, 27, 28, 19, 11, 12, 13, 3, 4), (77, 69, 78, 70, 62, 53, 44, 43), (50, 40)]
20;[(18, 27, 28, 19, 11, 12, 13, 3, 4), (77, 78, 69, 70, 62, 53, 44, 43), (50, 40)]
20;[(18, 27, 28, 19, 11, 12, 13, 4, 3), (68, 78, 69, 70, 62, 53, 43, 44), (50, 40)]
20;[(18, 27, 28, 19, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 43, 44), (50, 40)]
20;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 52, 53, 44), (65, 56)]
20;[(18, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 49)]
20;[(19, 27, 28, 20, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 43, 44), (50, 40)]
20;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (59, 49)]
20;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (30, 40)]
20;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 53, 44, 43), (50, 42)]
20;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
20;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (65, 57)]
20;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 44, 43), (64, 54)]
20;[(20, 28, 27, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 52, 44), (41, 49)]
20;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (59, 49)]
20;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 53, 44, 43), (50, 42)]
20;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
20;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 44, 43), (64, 54)]
21;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (30, 40)]
22;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 60, 61, 62, 53, 52, 44), (41, 51)]
22;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (68, 69, 60, 61, 62, 52, 53, 44), (30, 39)]
22;[(20, 29, 28, 19, 11, 3, 4, 14, 24), (77, 69, 78, 70, 62, 52, 53, 44), (32, 40)]
23;[(18, 27, 28, 20, 11, 12, 13, 3, 4), (77, 69, 78, 70, 62, 53, 44, 43), (50, 40)]
23;[(19, 27, 28, 20, 11, 12, 13, 3, 4), (77, 69, 78, 70, 62, 53, 44, 43), (50, 40)]
23;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
23;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (30, 40)]
23;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 69, 60, 61, 62, 53, 44, 52), (59, 49)]
23;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (68, 69, 60, 61, 62, 52, 53, 44), (59, 49)]
24;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
24;[(19, 28, 29, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 52, 53, 44), (41, 51)]
24;[(19, 29, 28, 20, 11, 12, 13, 3, 4), (68, 69, 60, 70, 62, 53, 44, 52), (41, 51)]
24;[(19, 29, 28, 20, 11, 12, 13, 4, 3), (68, 69, 60, 70, 62, 53, 52, 44), (41, 51)]
24;[(19, 29, 28, 20, 11, 12, 4, 13, 3), (68, 69, 60, 70, 62, 52, 53, 44), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 60, 61, 62, 53, 52, 44), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 52, 53, 44), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 52, 44), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
24;[(19, 29, 28, 20, 11, 3, 12, 4, 13), (68, 69, 60, 61, 62, 53, 44, 52), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 12, 4, 13), (68, 69, 60, 70, 62, 53, 44, 52), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 13, 12, 4), (68, 69, 60, 61, 62, 52, 53, 44), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 13, 12, 4), (68, 69, 60, 70, 62, 52, 53, 44), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 13, 4, 12), (68, 69, 60, 61, 62, 52, 44, 53), (41, 51)]
24;[(19, 29, 28, 20, 11, 3, 13, 4, 12), (68, 69, 60, 70, 62, 52, 44, 53), (41, 51)]
24;[(20, 29, 28, 19, 11, 3, 12, 4, 13), (68, 78, 70, 69, 61, 53, 43, 52), (41, 49)]
24;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (68, 69, 78, 70, 62, 52, 53, 44), (31, 39)]
25;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (65, 56)]
25;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (65, 56)]
25;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
25;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 53, 52, 44), (41, 49)]
25;[(18, 27, 28, 20, 11, 3, 12, 4, 13), (77, 69, 78, 70, 62, 53, 44, 52), (41, 49)]
25;[(18, 27, 28, 20, 11, 3, 13, 12, 4), (77, 69, 78, 70, 62, 52, 53, 44), (41, 49)]
25;[(18, 27, 28, 20, 11, 3, 13, 4, 12), (77, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
25;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (66, 56)]
25;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
25;[(19, 29, 28, 20, 11, 12, 4, 13, 3), (68, 78, 69, 61, 62, 52, 53, 44), (41, 51)]
25;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 61, 62, 53, 52, 44), (41, 51)]
25;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 52, 53, 44), (41, 49)]
25;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
25;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 53, 43, 44), (50, 49)]
25;[(20, 29, 28, 19, 11, 12, 13, 4, 3), (68, 78, 69, 61, 62, 53, 52, 44), (41, 51)]
25;[(20, 29, 28, 19, 11, 12, 4, 13, 3), (68, 78, 69, 61, 62, 52, 53, 44), (41, 51)]
25;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (68, 60, 69, 70, 62, 53, 44, 43), (59, 49)]
25;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (68, 69, 60, 70, 62, 52, 53, 44), (30, 39)]
26;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
26;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
27;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 60, 61, 62, 53, 44, 43), (66, 56)]
27;[(18, 27, 28, 19, 11, 3, 12, 13, 4), (68, 69, 60, 61, 62, 53, 44, 52), (66, 56)]
27;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (66, 56)]
27;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 53, 52, 44), (41, 49)]
27;[(19, 27, 28, 20, 11, 3, 12, 4, 13), (77, 69, 78, 70, 62, 53, 44, 52), (41, 49)]
27;[(19, 27, 28, 20, 11, 3, 13, 12, 4), (77, 69, 78, 70, 62, 52, 53, 44), (41, 49)]
27;[(19, 27, 28, 20, 11, 3, 13, 4, 12), (77, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
27;[(19, 29, 28, 20, 11, 12, 13, 4, 3), (68, 69, 78, 70, 62, 53, 52, 44), (41, 49)]
27;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
27;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (30, 40)]
27;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (59, 49)]
27;[(20, 29, 28, 19, 11, 3, 4, 12, 13), (68, 69, 60, 70, 62, 52, 53, 44), (59, 49)]
28;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 60, 69, 70, 62, 53, 44, 52), (30, 40)]
28;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
28;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (41, 49)]
28;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (68, 69, 60, 61, 62, 53, 52, 44), (41, 51)]
28;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 60, 69, 70, 62, 53, 44, 52), (30, 40)]
28;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (47, 39)]
28;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (30, 40)]
28;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (68, 60, 69, 70, 62, 53, 44, 52), (59, 49)]
29;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
29;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 53, 43, 44), (50, 49)]
29;[(19, 27, 28, 20, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 52, 44), (41, 40)]
29;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 61, 62, 52, 44, 53), (41, 49)]
29;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (77, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
29;[(20, 29, 28, 19, 11, 12, 13, 4, 3), (77, 78, 69, 61, 62, 53, 52, 44), (41, 51)]
29;[(20, 29, 28, 19, 11, 12, 4, 13, 3), (77, 78, 69, 61, 62, 52, 53, 44), (41, 51)]
30;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (66, 56)]
30;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 52, 53, 44), (41, 49)]
30;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 52, 53, 44), (41, 49)]
30;[(19, 27, 28, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 52, 44, 53), (41, 49)]
30;[(19, 29, 28, 20, 11, 12, 13, 4, 3), (68, 60, 69, 70, 62, 53, 52, 44), (41, 51)]
30;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 60, 69, 70, 62, 52, 53, 44), (41, 51)]
30;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 52, 53, 44), (64, 54)]
30;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 44, 43), (66, 56)]
30;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (77, 78, 69, 70, 62, 53, 44, 52), (64, 54)]
30;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 52, 44, 53), (41, 49)]
30;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 43), (50, 42)]
30;[(20, 28, 29, 19, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 44, 52), (41, 51)]
30;[(20, 29, 28, 19, 11, 3, 12, 13, 4), (68, 78, 69, 70, 62, 53, 44, 43), (47, 39)]
30;[(20, 30, 29, 19, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (41, 49)]
31;[(18, 27, 28, 20, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 52, 44), (41, 40)]
31;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (30, 40)]
31;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 53, 44, 52), (59, 49)]
31;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (77, 78, 79, 69, 61, 52, 53, 43), (41, 49)]
31;[(19, 29, 30, 20, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 52, 44), (41, 40)]
31;[(19, 29, 30, 20, 11, 3, 12, 13, 4), (68, 69, 78, 70, 62, 53, 43, 44), (50, 49)]
31;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (77, 69, 78, 70, 62, 53, 44, 43), (50, 58)]
31;[(20, 29, 28, 19, 11, 3, 13, 12, 4), (77, 78, 79, 69, 61, 53, 52, 43), (41, 49)]
32;[(18, 27, 28, 19, 11, 12, 13, 4, 3), (68, 78, 69, 61, 62, 53, 43, 44), (50, 40)]
32;[(18, 27, 28, 20, 11, 3, 12, 13, 4), (68, 69, 60, 70, 62, 52, 44, 53), (41, 49)]
32;[(19, 29, 28, 20, 11, 12, 13, 3, 4), (77, 78, 69, 70, 62, 53, 44, 43), (50, 40)]
32;[(19, 29, 28, 20, 11, 12, 13, 4, 3), (77, 78, 69, 70, 62, 53, 43, 44), (50, 40)]
32;[(19, 29, 28, 20, 11, 3, 12, 13, 4), (68, 60, 69, 61, 62, 52, 53, 44), (41, 51)]
